Transaction_ID,Date,Account_Code,Account_Description,Debit,Credit,Balance,Document_Number,Posting_Period
TXN000560,2024-08-11,220000,Short-term Debt,0.0,44002.84,-44002.84,DOC9033,2024-08
TXN000561,2024-01-10,310000,Retained Earnings,0.0,37143.17,-37143.17,DOC7445,2024-01
TXN000562,2024-08-06,210000,Accrued Liabilities,0.0,9482.43,-9482.43,DOC3159,2024-08
TXN000563,2024-03-26,400000,Sales Revenue,0.0,42417.58,-42417.58,DOC9505,2024-03
TXN000564,2024-07-27,320000,Other Equity,0.0,650.48,-650.48,DOC4489,2024-07
TXN000565,2024-01-20,540000,Marketing Expense,16413.89,0.0,16413.89,DOC2778,2024-01
TXN000566,2024-11-07,200000,Accounts Payable,0.0,25152.31,-25152.31,DOC1697,2024-11
TXN000567,2024-04-20,130000,Prepaid Expenses,22485.67,0.0,22485.67,DOC2929,2024-04
TXN000568,2024-06-02,120000,Inventory,19637.13,0.0,19637.13,DOC6588,2024-06
TXN000569,2024-12-24,220000,Short-term Debt,0.0,260.59,-260.59,DOC6891,2024-12
TXN000570,2024-01-20,400000,Sales Revenue,0.0,20176.12,-20176.12,DOC3563,2024-01
TXN000571,2024-01-03,410000,Service Revenue,0.0,3336.19,-3336.19,DOC5431,2024-01
TXN000572,2024-09-10,530000,Utilities Expense,24381.22,0.0,24381.22,DOC1593,2024-09
TXN000573,2024-06-07,520000,Rent Expense,1244.35,0.0,1244.35,DOC4390,2024-06
TXN000574,2024-07-29,410000,Service Revenue,0.0,3021.69,-3021.69,DOC1541,2024-07
TXN000575,2024-04-26,200000,Accounts Payable,0.0,39451.89,-39451.89,DOC9623,2024-04
TXN000576,2024-08-15,400000,Sales Revenue,0.0,6206.6,-6206.6,DOC7256,2024-08
TXN000577,2024-05-25,100000,Cash and Cash Equivalents,18633.96,0.0,18633.96,DOC2136,2024-05
TXN000578,2024-11-08,420000,Interest Income,0.0,46662.36,-46662.36,DOC2283,2024-11
TXN000579,2024-08-27,530000,Utilities Expense,8994.8,0.0,8994.8,DOC9590,2024-08
TXN000580,2024-02-16,200000,Accounts Payable,0.0,42006.13,-42006.13,DOC9266,2024-02
TXN000581,2024-05-16,210000,Accrued Liabilities,0.0,47520.61,-47520.61,DOC6624,2024-05
TXN000582,2024-03-01,530000,Utilities Expense,48984.37,0.0,48984.37,DOC6068,2024-03
TXN000583,2024-04-22,310000,Retained Earnings,0.0,29331.93,-29331.93,DOC3757,2024-04
TXN000584,2024-12-30,500000,Cost of Goods Sold,39150.84,0.0,39150.84,DOC2449,2024-12
TXN000585,2024-10-28,120000,Inventory,11354.51,0.0,11354.51,DOC8999,2024-10
TXN000586,2024-02-18,140000,"Property, Plant & Equipment",21815.5,0.0,21815.5,DOC9895,2024-02
TXN000587,2024-12-21,140000,"Property, Plant & Equipment",6760.65,0.0,6760.65,DOC4331,2024-12
TXN000588,2024-10-21,210000,Accrued Liabilities,0.0,24873.41,-24873.41,DOC3839,2024-10
TXN000589,2024-11-21,130000,Prepaid Expenses,2958.28,0.0,2958.28,DOC1685,2024-11
TXN000590,2024-07-06,320000,Other Equity,0.0,20001.92,-20001.92,DOC2619,2024-07
TXN000591,2024-07-31,130000,Prepaid Expenses,3541.01,0.0,3541.01,DOC5713,2024-07
TXN000592,2024-06-11,210000,Accrued Liabilities,0.0,13853.06,-13853.06,DOC9461,2024-06
TXN000593,2024-12-01,300000,Common Stock,0.0,18623.23,-18623.23,DOC3014,2024-12
TXN000594,2024-08-04,300000,Common Stock,0.0,38857.86,-38857.86,DOC6675,2024-08
TXN000595,2024-10-27,230000,Long-term Debt,0.0,42669.17,-42669.17,DOC3643,2024-10
TXN000596,2024-09-06,510000,Salaries and Wages,28143.44,0.0,28143.44,DOC1689,2024-09
TXN000597,2024-01-07,100000,Cash and Cash Equivalents,4412.59,0.0,4412.59,DOC1671,2024-01
TXN000598,2024-05-27,310000,Retained Earnings,0.0,6486.61,-6486.61,DOC7342,2024-05
TXN000599,2024-06-02,540000,Marketing Expense,20997.79,0.0,20997.79,DOC7285,2024-06
TXN000600,2024-11-09,140000,"Property, Plant & Equipment",48979.59,0.0,48979.59,DOC4670,2024-11
TXN000601,2024-10-31,140000,"Property, Plant & Equipment",23250.23,0.0,23250.23,DOC6976,2024-10
TXN000602,2024-06-09,540000,Marketing Expense,7647.22,0.0,7647.22,DOC8875,2024-06
TXN000603,2024-11-22,300000,Common Stock,0.0,34219.33,-34219.33,DOC3336,2024-11
TXN000604,2024-05-31,500000,Cost of Goods Sold,5826.97,0.0,5826.97,DOC8521,2024-05
TXN000605,2024-06-17,310000,Retained Earnings,0.0,39605.83,-39605.83,DOC5624,2024-06
TXN000606,2024-07-16,110000,Accounts Receivable,42361.24,0.0,42361.24,DOC2537,2024-07
TXN000607,2024-02-26,430000,Other Income,0.0,33484.21,-33484.21,DOC1097,2024-02
TXN000608,2024-05-04,430000,Other Income,0.0,37489.26,-37489.26,DOC9535,2024-05
TXN000609,2024-10-20,420000,Interest Income,0.0,40339.54,-40339.54,DOC1610,2024-10
TXN000610,2024-11-14,520000,Rent Expense,24913.07,0.0,24913.07,DOC3324,2024-11
TXN000611,2024-06-02,530000,Utilities Expense,16577.73,0.0,16577.73,DOC6774,2024-06
TXN000612,2024-07-31,220000,Short-term Debt,0.0,33015.51,-33015.51,DOC1781,2024-07
TXN000613,2024-06-16,230000,Long-term Debt,0.0,49250.98,-49250.98,DOC8193,2024-06
TXN000614,2024-03-06,500000,Cost of Goods Sold,3353.71,0.0,3353.71,DOC4970,2024-03
TXN000615,2024-02-13,220000,Short-term Debt,0.0,26981.22,-26981.22,DOC3274,2024-02
TXN000616,2024-06-15,200000,Accounts Payable,0.0,32873.33,-32873.33,DOC7744,2024-06
TXN000617,2024-07-15,510000,Salaries and Wages,48227.39,0.0,48227.39,DOC3551,2024-07
TXN000618,2024-03-14,320000,Other Equity,0.0,4792.4,-4792.4,DOC3555,2024-03
TXN000619,2024-06-12,230000,Long-term Debt,0.0,13894.44,-13894.44,DOC8239,2024-06
TXN000620,2024-02-16,230000,Long-term Debt,0.0,9872.46,-9872.46,DOC3285,2024-02
TXN000621,2024-07-28,220000,Short-term Debt,0.0,7981.95,-7981.95,DOC4525,2024-07
TXN000622,2024-09-19,320000,Other Equity,0.0,30712.31,-30712.31,DOC1258,2024-09
TXN000623,2024-12-28,510000,Salaries and Wages,49177.72,0.0,49177.72,DOC4200,2024-12
TXN000624,2024-04-10,220000,Short-term Debt,0.0,36658.5,-36658.5,DOC1687,2024-04
TXN000625,2024-04-10,310000,Retained Earnings,0.0,22072.14,-22072.14,DOC7509,2024-04
TXN000626,2024-02-01,520000,Rent Expense,5970.44,0.0,5970.44,DOC8183,2024-02
TXN000627,2024-03-03,100000,Cash and Cash Equivalents,24319.41,0.0,24319.41,DOC6108,2024-03
TXN000628,2024-06-06,540000,Marketing Expense,31770.1,0.0,31770.1,DOC2283,2024-06
TXN000629,2024-08-10,200000,Accounts Payable,0.0,32841.09,-32841.09,DOC4711,2024-08
TXN000630,2024-01-25,140000,"Property, Plant & Equipment",4742.22,0.0,4742.22,DOC4864,2024-01
TXN000631,2024-06-02,530000,Utilities Expense,4062.39,0.0,4062.39,DOC7788,2024-06
TXN000632,2024-07-07,120000,Inventory,16908.34,0.0,16908.34,DOC1264,2024-07
TXN000633,2024-05-13,530000,Utilities Expense,35541.12,0.0,35541.12,DOC8544,2024-05
TXN000634,2024-12-29,310000,Retained Earnings,0.0,23017.33,-23017.33,DOC1587,2024-12
TXN000635,2024-10-03,430000,Other Income,0.0,5735.87,-5735.87,DOC9381,2024-10
TXN000636,2024-06-11,100000,Cash and Cash Equivalents,7184.4,0.0,7184.4,DOC7450,2024-06
TXN000637,2024-12-03,420000,Interest Income,0.0,37466.43,-37466.43,DOC8096,2024-12
TXN000638,2024-05-29,430000,Other Income,0.0,36929.65,-36929.65,DOC7763,2024-05
TXN000639,2024-12-15,310000,Retained Earnings,0.0,48957.34,-48957.34,DOC9915,2024-12
TXN000640,2024-03-06,430000,Other Income,0.0,15814.49,-15814.49,DOC1155,2024-03
TXN000641,2024-07-19,420000,Interest Income,0.0,32798.59,-32798.59,DOC7144,2024-07
TXN000642,2024-09-03,220000,Short-term Debt,0.0,14035.88,-14035.88,DOC7659,2024-09
TXN000643,2024-10-20,420000,Interest Income,0.0,18082.85,-18082.85,DOC5628,2024-10
TXN000644,2024-11-08,120000,Inventory,15266.93,0.0,15266.93,DOC9179,2024-11
TXN000645,2024-02-08,410000,Service Revenue,0.0,40389.06,-40389.06,DOC2787,2024-02
TXN000646,2024-07-25,400000,Sales Revenue,0.0,13088.31,-13088.31,DOC5741,2024-07
TXN000647,2024-02-15,110000,Accounts Receivable,23071.88,0.0,23071.88,DOC3659,2024-02
TXN000648,2024-11-23,540000,Marketing Expense,6529.55,0.0,6529.55,DOC6661,2024-11
TXN000649,2024-03-24,410000,Service Revenue,0.0,998.2,-998.2,DOC1423,2024-03
TXN000650,2024-06-02,410000,Service Revenue,0.0,48315.55,-48315.55,DOC5757,2024-06
TXN000651,2024-03-23,430000,Other Income,0.0,48641.54,-48641.54,DOC3946,2024-03
TXN000652,2024-10-01,300000,Common Stock,0.0,40264.85,-40264.85,DOC6075,2024-10
TXN000653,2024-11-22,400000,Sales Revenue,0.0,31105.09,-31105.09,DOC2531,2024-11
TXN000654,2024-04-29,520000,Rent Expense,35213.93,0.0,35213.93,DOC3723,2024-04
TXN000655,2024-10-12,220000,Short-term Debt,0.0,2401.57,-2401.57,DOC7816,2024-10
TXN000656,2024-03-29,530000,Utilities Expense,41244.29,0.0,41244.29,DOC2762,2024-03
TXN000657,2024-11-29,230000,Long-term Debt,0.0,37185.34,-37185.34,DOC6827,2024-11
TXN000658,2024-09-20,130000,Prepaid Expenses,43875.36,0.0,43875.36,DOC8804,2024-09
TXN000659,2024-03-26,410000,Service Revenue,0.0,44625.89,-44625.89,DOC4198,2024-03
TXN000660,2024-03-02,430000,Other Income,0.0,39749.46,-39749.46,DOC6154,2024-03
TXN000661,2024-03-04,310000,Retained Earnings,0.0,39479.13,-39479.13,DOC2492,2024-03
TXN000662,2024-11-20,540000,Marketing Expense,12690.13,0.0,12690.13,DOC8851,2024-11
TXN000663,2024-07-19,100000,Cash and Cash Equivalents,45490.38,0.0,45490.38,DOC5577,2024-07
TXN000664,2024-01-08,100000,Cash and Cash Equivalents,25920.57,0.0,25920.57,DOC2447,2024-01
TXN000665,2024-03-16,320000,Other Equity,0.0,23275.22,-23275.22,DOC1526,2024-03
TXN000666,2024-05-26,230000,Long-term Debt,0.0,44636.91,-44636.91,DOC7748,2024-05
TXN000667,2024-01-21,220000,Short-term Debt,0.0,31602.25,-31602.25,DOC4740,2024-01
TXN000668,2024-05-11,520000,Rent Expense,33853.68,0.0,33853.68,DOC1771,2024-05
TXN000669,2024-03-07,320000,Other Equity,0.0,32645.99,-32645.99,DOC1193,2024-03
TXN000670,2024-12-12,110000,Accounts Receivable,37205.34,0.0,37205.34,DOC5005,2024-12
TXN000671,2024-08-01,200000,Accounts Payable,0.0,12794.14,-12794.14,DOC7716,2024-08
TXN000672,2024-09-18,320000,Other Equity,0.0,2377.87,-2377.87,DOC8815,2024-09
TXN000673,2024-12-27,520000,Rent Expense,48579.48,0.0,48579.48,DOC3800,2024-12
TXN000674,2024-05-21,120000,Inventory,30577.93,0.0,30577.93,DOC7892,2024-05
TXN000675,2024-11-07,530000,Utilities Expense,29584.29,0.0,29584.29,DOC5796,2024-11
TXN000676,2024-02-18,200000,Accounts Payable,0.0,482.44,-482.44,DOC2159,2024-02
TXN000677,2024-12-18,310000,Retained Earnings,0.0,17009.15,-17009.15,DOC1340,2024-12
TXN000678,2024-07-10,540000,Marketing Expense,25682.12,0.0,25682.12,DOC6482,2024-07
TXN000679,2024-09-21,230000,Long-term Debt,0.0,40852.44,-40852.44,DOC5912,2024-09
TXN000680,2024-01-17,230000,Long-term Debt,0.0,5780.54,-5780.54,DOC3866,2024-01
TXN000681,2024-07-01,210000,Accrued Liabilities,0.0,43723.7,-43723.7,DOC5492,2024-07
TXN000682,2024-05-26,310000,Retained Earnings,0.0,22584.79,-22584.79,DOC4629,2024-05
TXN000683,2024-01-01,400000,Sales Revenue,0.0,19554.63,-19554.63,DOC9210,2024-01
TXN000684,2024-03-12,320000,Other Equity,0.0,45389.79,-45389.79,DOC7132,2024-03
TXN000685,2024-09-24,400000,Sales Revenue,0.0,33762.93,-33762.93,DOC7048,2024-09
TXN000686,2024-03-30,400000,Sales Revenue,0.0,47757.52,-47757.52,DOC4321,2024-03
TXN000687,2024-01-08,140000,"Property, Plant & Equipment",43157.74,0.0,43157.74,DOC9365,2024-01
TXN000688,2024-08-02,400000,Sales Revenue,0.0,2123.88,-2123.88,DOC2875,2024-08
TXN000689,2024-05-25,510000,Salaries and Wages,5812.93,0.0,5812.93,DOC1989,2024-05
TXN000690,2024-05-06,100000,Cash and Cash Equivalents,33166.96,0.0,33166.96,DOC2774,2024-05
TXN000691,2024-03-24,220000,Short-term Debt,0.0,45026.03,-45026.03,DOC1331,2024-03
TXN000692,2024-05-22,520000,Rent Expense,37517.55,0.0,37517.55,DOC6889,2024-05
TXN000693,2024-07-20,230000,Long-term Debt,0.0,18159.81,-18159.81,DOC5658,2024-07
TXN000694,2024-02-08,230000,Long-term Debt,0.0,43697.56,-43697.56,DOC4155,2024-02
TXN000695,2024-06-03,200000,Accounts Payable,0.0,37074.96,-37074.96,DOC2628,2024-06
TXN000696,2024-12-15,200000,Accounts Payable,0.0,7192.64,-7192.64,DOC5008,2024-12
TXN000697,2024-08-22,320000,Other Equity,0.0,24351.42,-24351.42,DOC8980,2024-08
TXN000698,2024-12-22,420000,Interest Income,0.0,6237.86,-6237.86,DOC5318,2024-12
TXN000699,2024-10-10,200000,Accounts Payable,0.0,19430.89,-19430.89,DOC2130,2024-10
TXN000700,2024-04-08,510000,Salaries and Wages,3972.97,0.0,3972.97,DOC3120,2024-04
TXN000701,2024-05-01,540000,Marketing Expense,29555.25,0.0,29555.25,DOC2823,2024-05
TXN000702,2024-07-13,120000,Inventory,42892.36,0.0,42892.36,DOC7990,2024-07
TXN000703,2024-03-03,230000,Long-term Debt,0.0,5033.79,-5033.79,DOC2141,2024-03
TXN000704,2024-06-15,130000,Prepaid Expenses,25632.9,0.0,25632.9,DOC8835,2024-06
TXN000705,2024-01-07,140000,"Property, Plant & Equipment",7215.45,0.0,7215.45,DOC5928,2024-01
TXN000706,2024-02-16,100000,Cash and Cash Equivalents,7807.54,0.0,7807.54,DOC4273,2024-02
TXN000707,2024-05-05,510000,Salaries and Wages,29839.84,0.0,29839.84,DOC2829,2024-05
TXN000708,2024-06-24,140000,"Property, Plant & Equipment",10972.84,0.0,10972.84,DOC2054,2024-06
TXN000709,2024-04-22,130000,Prepaid Expenses,7113.59,0.0,7113.59,DOC7980,2024-04
TXN000710,2024-03-15,120000,Inventory,6875.87,0.0,6875.87,DOC8833,2024-03
TXN000711,2024-12-28,410000,Service Revenue,0.0,19460.54,-19460.54,DOC3309,2024-12
TXN000712,2024-09-01,420000,Interest Income,0.0,14533.31,-14533.31,DOC7628,2024-09
TXN000713,2024-06-18,140000,"Property, Plant & Equipment",18802.7,0.0,18802.7,DOC7789,2024-06
TXN000714,2024-09-30,130000,Prepaid Expenses,41352.7,0.0,41352.7,DOC3416,2024-09
TXN000715,2024-02-28,400000,Sales Revenue,0.0,48060.66,-48060.66,DOC6619,2024-02
TXN000716,2024-04-18,500000,Cost of Goods Sold,48540.03,0.0,48540.03,DOC4236,2024-04
TXN000717,2024-10-31,230000,Long-term Debt,0.0,26659.65,-26659.65,DOC9556,2024-10
TXN000718,2024-12-08,540000,Marketing Expense,22078.02,0.0,22078.02,DOC2439,2024-12
TXN000719,2024-02-20,400000,Sales Revenue,0.0,8940.83,-8940.83,DOC1340,2024-02
TXN000720,2024-01-21,410000,Service Revenue,0.0,48324.23,-48324.23,DOC1358,2024-01
TXN000721,2024-04-01,130000,Prepaid Expenses,29190.92,0.0,29190.92,DOC7626,2024-04
TXN000722,2024-04-20,400000,Sales Revenue,0.0,40856.17,-40856.17,DOC7652,2024-04
TXN000723,2024-04-08,500000,Cost of Goods Sold,44027.71,0.0,44027.71,DOC3151,2024-04
TXN000724,2024-06-13,520000,Rent Expense,36567.82,0.0,36567.82,DOC3567,2024-06
TXN000725,2024-05-24,140000,"Property, Plant & Equipment",35573.15,0.0,35573.15,DOC4730,2024-05
TXN000726,2024-12-19,540000,Marketing Expense,36134.95,0.0,36134.95,DOC2708,2024-12
TXN000727,2024-05-19,420000,Interest Income,0.0,1995.28,-1995.28,DOC7538,2024-05
TXN000728,2024-01-05,210000,Accrued Liabilities,0.0,39731.11,-39731.11,DOC2960,2024-01
TXN000729,2024-01-12,410000,Service Revenue,0.0,48483.43,-48483.43,DOC1882,2024-01
TXN000730,2024-06-02,520000,Rent Expense,49051.27,0.0,49051.27,DOC6867,2024-06
TXN000731,2024-12-17,530000,Utilities Expense,24647.36,0.0,24647.36,DOC8929,2024-12
TXN000732,2024-04-11,130000,Prepaid Expenses,26169.96,0.0,26169.96,DOC9125,2024-04
TXN000733,2024-07-21,420000,Interest Income,0.0,45944.86,-45944.86,DOC7642,2024-07
TXN000734,2024-06-27,510000,Salaries and Wages,44733.18,0.0,44733.18,DOC4802,2024-06
TXN000735,2024-04-01,510000,Salaries and Wages,41393.19,0.0,41393.19,DOC7142,2024-04
TXN000736,2024-09-16,420000,Interest Income,0.0,40348.81,-40348.81,DOC5258,2024-09
TXN000737,2024-11-24,430000,Other Income,0.0,3067.63,-3067.63,DOC8084,2024-11
TXN000738,2024-12-02,500000,Cost of Goods Sold,42363.75,0.0,42363.75,DOC4935,2024-12
TXN000739,2024-05-26,220000,Short-term Debt,0.0,15663.76,-15663.76,DOC6442,2024-05
TXN000740,2024-01-13,140000,"Property, Plant & Equipment",48579.5,0.0,48579.5,DOC2724,2024-01
TXN000741,2024-04-23,430000,Other Income,0.0,23894.49,-23894.49,DOC4420,2024-04
TXN000742,2024-11-18,310000,Retained Earnings,0.0,34657.37,-34657.37,DOC6929,2024-11
TXN000743,2024-07-22,540000,Marketing Expense,40241.42,0.0,40241.42,DOC4735,2024-07
TXN000744,2024-07-02,120000,Inventory,26476.05,0.0,26476.05,DOC8901,2024-07
TXN000745,2024-06-11,420000,Interest Income,0.0,49891.26,-49891.26,DOC3841,2024-06
TXN000746,2024-11-22,500000,Cost of Goods Sold,215.65,0.0,215.65,DOC2088,2024-11
TXN000747,2024-01-25,130000,Prepaid Expenses,31682.03,0.0,31682.03,DOC6668,2024-01
TXN000748,2024-08-19,400000,Sales Revenue,0.0,46860.84,-46860.84,DOC3235,2024-08
TXN000749,2024-05-06,230000,Long-term Debt,0.0,44232.77,-44232.77,DOC4175,2024-05
TXN000750,2024-10-16,230000,Long-term Debt,0.0,3974.7,-3974.7,DOC8427,2024-10
TXN000751,2024-03-15,200000,Accounts Payable,0.0,17506.14,-17506.14,DOC8938,2024-03
TXN000752,2024-07-06,410000,Service Revenue,0.0,28894.33,-28894.33,DOC6409,2024-07
TXN000753,2024-03-01,400000,Sales Revenue,0.0,5136.97,-5136.97,DOC9549,2024-03
TXN000754,2024-03-06,430000,Other Income,0.0,3935.42,-3935.42,DOC8913,2024-03
TXN000755,2024-12-23,430000,Other Income,0.0,2606.28,-2606.28,DOC2497,2024-12
TXN000756,2024-07-02,400000,Sales Revenue,0.0,14835.0,-14835.0,DOC3555,2024-07
TXN000757,2024-10-21,110000,Accounts Receivable,20125.17,0.0,20125.17,DOC2238,2024-10
TXN000758,2024-04-29,410000,Service Revenue,0.0,20314.62,-20314.62,DOC4701,2024-04
TXN000759,2024-02-22,210000,Accrued Liabilities,0.0,42127.31,-42127.31,DOC6789,2024-02
TXN000760,2024-09-25,540000,Marketing Expense,30214.31,0.0,30214.31,DOC8480,2024-09
TXN000761,2024-07-01,500000,Cost of Goods Sold,25203.89,0.0,25203.89,DOC6565,2024-07
TXN000762,2024-01-10,300000,Common Stock,0.0,41089.46,-41089.46,DOC2589,2024-01
TXN000763,2024-05-27,530000,Utilities Expense,34162.6,0.0,34162.6,DOC7555,2024-05
TXN000764,2024-02-22,410000,Service Revenue,0.0,40217.53,-40217.53,DOC7846,2024-02
TXN000765,2024-07-23,130000,Prepaid Expenses,45847.91,0.0,45847.91,DOC7919,2024-07
TXN000766,2024-01-12,510000,Salaries and Wages,24885.1,0.0,24885.1,DOC5945,2024-01
TXN000767,2024-05-06,110000,Accounts Receivable,2811.17,0.0,2811.17,DOC8758,2024-05
TXN000768,2024-12-14,500000,Cost of Goods Sold,2437.91,0.0,2437.91,DOC4167,2024-12
TXN000769,2024-07-27,200000,Accounts Payable,0.0,3228.21,-3228.21,DOC7056,2024-07
TXN000770,2024-11-20,200000,Accounts Payable,0.0,47028.38,-47028.38,DOC6951,2024-11
TXN000771,2024-04-30,310000,Retained Earnings,0.0,18075.67,-18075.67,DOC5232,2024-04
TXN000772,2024-04-09,110000,Accounts Receivable,45369.27,0.0,45369.27,DOC3224,2024-04
TXN000773,2024-04-21,200000,Accounts Payable,0.0,46822.43,-46822.43,DOC9662,2024-04
TXN000774,2024-11-11,100000,Cash and Cash Equivalents,31672.32,0.0,31672.32,DOC8094,2024-11
TXN000775,2024-06-23,300000,Common Stock,0.0,8430.96,-8430.96,DOC1234,2024-06
TXN000776,2024-04-10,400000,Sales Revenue,0.0,48305.77,-48305.77,DOC9043,2024-04
TXN000777,2024-09-29,310000,Retained Earnings,0.0,33837.8,-33837.8,DOC5888,2024-09
TXN000778,2024-01-21,230000,Long-term Debt,0.0,23822.79,-23822.79,DOC6842,2024-01
TXN000779,2024-10-19,320000,Other Equity,0.0,2504.48,-2504.48,DOC2124,2024-10
TXN000780,2024-12-24,430000,Other Income,0.0,25070.02,-25070.02,DOC6672,2024-12
TXN000781,2024-10-29,120000,Inventory,5637.78,0.0,5637.78,DOC8935,2024-10
TXN000782,2024-08-14,410000,Service Revenue,0.0,18553.68,-18553.68,DOC6574,2024-08
TXN000783,2024-01-13,230000,Long-term Debt,0.0,20883.57,-20883.57,DOC9588,2024-01
TXN000784,2024-01-31,130000,Prepaid Expenses,36010.73,0.0,36010.73,DOC5424,2024-01
TXN000785,2024-11-05,200000,Accounts Payable,0.0,44019.82,-44019.82,DOC3016,2024-11
TXN000786,2024-04-18,130000,Prepaid Expenses,37725.75,0.0,37725.75,DOC2772,2024-04
TXN000787,2024-08-03,110000,Accounts Receivable,46547.28,0.0,46547.28,DOC8170,2024-08
TXN000788,2024-05-28,200000,Accounts Payable,0.0,34141.47,-34141.47,DOC2461,2024-05
TXN000789,2024-12-21,100000,Cash and Cash Equivalents,4358.53,0.0,4358.53,DOC1234,2024-12
TXN000790,2024-01-13,120000,Inventory,2998.79,0.0,2998.79,DOC5213,2024-01
TXN000791,2024-02-22,300000,Common Stock,0.0,13452.87,-13452.87,DOC3100,2024-02
TXN000792,2024-02-15,300000,Common Stock,0.0,12170.26,-12170.26,DOC4173,2024-02
TXN000793,2024-12-02,110000,Accounts Receivable,6305.98,0.0,6305.98,DOC1674,2024-12
TXN000794,2024-04-20,120000,Inventory,16579.11,0.0,16579.11,DOC4253,2024-04
TXN000795,2024-01-24,530000,Utilities Expense,36270.34,0.0,36270.34,DOC9931,2024-01
TXN000796,2024-11-16,200000,Accounts Payable,0.0,15662.01,-15662.01,DOC4227,2024-11
TXN000797,2024-06-23,430000,Other Income,0.0,11068.29,-11068.29,DOC3745,2024-06
TXN000798,2024-10-09,320000,Other Equity,0.0,28810.23,-28810.23,DOC6818,2024-10
TXN000799,2024-08-09,420000,Interest Income,0.0,18449.91,-18449.91,DOC5063,2024-08
TXN000800,2024-06-01,540000,Marketing Expense,38679.78,0.0,38679.78,DOC5025,2024-06
TXN000801,2024-08-31,210000,Accrued Liabilities,0.0,32128.81,-32128.81,DOC7155,2024-08
TXN000802,2024-07-26,430000,Other Income,0.0,15060.05,-15060.05,DOC5579,2024-07
TXN000803,2024-05-14,400000,Sales Revenue,0.0,43974.83,-43974.83,DOC5402,2024-05
TXN000804,2024-06-08,230000,Long-term Debt,0.0,44938.17,-44938.17,DOC9835,2024-06
TXN000805,2024-07-13,220000,Short-term Debt,0.0,35535.76,-35535.76,DOC3204,2024-07
TXN000806,2024-08-13,110000,Accounts Receivable,24255.45,0.0,24255.45,DOC2102,2024-08
TXN000807,2024-08-05,320000,Other Equity,0.0,29152.22,-29152.22,DOC6223,2024-08
TXN000808,2024-04-28,230000,Long-term Debt,0.0,39280.96,-39280.96,DOC7683,2024-04
TXN000809,2024-01-17,230000,Long-term Debt,0.0,11346.53,-11346.53,DOC8659,2024-01
TXN000810,2024-12-27,210000,Accrued Liabilities,0.0,44814.15,-44814.15,DOC8468,2024-12
TXN000811,2024-09-23,520000,Rent Expense,49084.5,0.0,49084.5,DOC7599,2024-09
TXN000812,2024-03-08,220000,Short-term Debt,0.0,19469.47,-19469.47,DOC4483,2024-03
TXN000813,2024-11-16,310000,Retained Earnings,0.0,17325.09,-17325.09,DOC7707,2024-11
TXN000814,2024-08-03,200000,Accounts Payable,0.0,36276.56,-36276.56,DOC3606,2024-08
TXN000815,2024-06-22,230000,Long-term Debt,0.0,3203.94,-3203.94,DOC8763,2024-06
TXN000816,2024-12-26,530000,Utilities Expense,22438.9,0.0,22438.9,DOC6685,2024-12
TXN000817,2024-08-13,100000,Cash and Cash Equivalents,12170.48,0.0,12170.48,DOC4644,2024-08
TXN000818,2024-02-15,540000,Marketing Expense,3904.34,0.0,3904.34,DOC3645,2024-02
TXN000819,2024-03-18,510000,Salaries and Wages,27374.2,0.0,27374.2,DOC2932,2024-03
TXN000820,2024-01-06,120000,Inventory,22332.53,0.0,22332.53,DOC1492,2024-01
TXN000821,2024-04-17,310000,Retained Earnings,0.0,42198.12,-42198.12,DOC7474,2024-04
TXN000822,2024-02-19,400000,Sales Revenue,0.0,42703.87,-42703.87,DOC3743,2024-02
TXN000823,2024-05-18,320000,Other Equity,0.0,23002.28,-23002.28,DOC8186,2024-05
TXN000824,2024-06-02,200000,Accounts Payable,0.0,808.08,-808.08,DOC1619,2024-06
TXN000825,2024-10-11,520000,Rent Expense,45404.15,0.0,45404.15,DOC2296,2024-10
TXN000826,2024-10-25,310000,Retained Earnings,0.0,26120.84,-26120.84,DOC7593,2024-10
TXN000827,2024-09-03,110000,Accounts Receivable,19700.41,0.0,19700.41,DOC3409,2024-09
TXN000828,2024-12-17,220000,Short-term Debt,0.0,15569.0,-15569.0,DOC7976,2024-12
TXN000829,2024-02-08,310000,Retained Earnings,0.0,39089.31,-39089.31,DOC4667,2024-02
TXN000830,2024-12-07,510000,Salaries and Wages,42774.83,0.0,42774.83,DOC3468,2024-12
TXN000831,2024-02-05,300000,Common Stock,0.0,17915.76,-17915.76,DOC4583,2024-02
TXN000832,2024-09-11,300000,Common Stock,0.0,31754.75,-31754.75,DOC3217,2024-09
TXN000833,2024-11-17,220000,Short-term Debt,0.0,25782.71,-25782.71,DOC6722,2024-11
TXN000834,2024-06-03,140000,"Property, Plant & Equipment",1555.57,0.0,1555.57,DOC8618,2024-06
TXN000835,2024-05-20,320000,Other Equity,0.0,122.09,-122.09,DOC3787,2024-05
TXN000836,2024-09-04,230000,Long-term Debt,0.0,49505.31,-49505.31,DOC7689,2024-09
TXN000837,2024-05-08,520000,Rent Expense,2341.07,0.0,2341.07,DOC5422,2024-05
TXN000838,2024-11-18,500000,Cost of Goods Sold,19683.66,0.0,19683.66,DOC1628,2024-11
TXN000839,2024-04-08,120000,Inventory,47551.34,0.0,47551.34,DOC4674,2024-04
TXN000840,2024-01-17,410000,Service Revenue,0.0,39398.7,-39398.7,DOC9307,2024-01
