Order_Number,Order_Date,Delivery_Date,Customer_ID,Customer_Name,Product_Code,Product_Name,Quantity,Unit_Price,Total_Amount,Currency,Region,Status,Sales_Rep
SO000410,2024-11-05,2024-11-15,CUST00092,Customer CUST00092,PRD038,Product A,55,359.35,19764.27,USD,South,In Process,REP16
SO000411,2024-05-12,2024-06-04,CUST00074,Customer CUST00074,PRD068,Product E,71,363.08,25778.48,USD,West,In Process,REP05
SO000412,2024-05-08,2024-05-18,CUST00012,Customer CUST00012,PRD052,Product H,23,134.89,3102.52,USD,Central,In Process,REP13
SO000413,2024-11-06,2024-11-26,CUST00032,Customer CUST00032,PRD058,Product G,96,395.32,37950.27,USD,South,In Process,REP07
SO000414,2024-12-01,2024-12-08,CUST00085,Customer CUST00085,PRD041,Product I,6,281.15,1686.91,USD,East,In Process,REP05
SO000415,2024-03-27,2024-04-19,CUST00076,Customer CUST00076,PRD073,Product G,80,376.69,30135.55,USD,North,Open,REP15
SO000416,2024-06-13,2024-07-12,CUST00013,Customer CUST00013,PRD006,Product D,23,220.51,5071.69,USD,Central,Delivered,REP12
SO000417,2024-01-18,2024-02-15,CUST00033,Customer CUST00033,PRD036,Product A,32,446.52,14288.61,USD,South,In Process,REP02
SO000418,2024-07-19,2024-08-04,CUST00028,Customer CUST00028,PRD028,Product G,47,201.61,9475.49,USD,East,In Process,REP08
SO000419,2024-12-28,2025-01-12,CUST00047,Customer CUST00047,PRD047,Product A,62,437.02,27095.21,USD,East,Delivered,REP10
SO000420,2024-12-19,2025-01-13,CUST00013,Customer CUST00013,PRD064,Product F,1,319.4,319.4,USD,Central,Delivered,REP07
SO000421,2024-05-07,2024-05-30,CUST00071,Customer CUST00071,PRD053,Product E,26,448.88,11670.9,USD,South,Delivered,REP01
SO000422,2024-08-28,2024-09-20,CUST00043,Customer CUST00043,PRD026,Product I,3,284.73,854.2,USD,Central,In Process,REP16
SO000423,2024-01-25,2024-02-22,CUST00028,Customer CUST00028,PRD041,Product I,56,419.7,23503.07,USD,North,Delivered,REP19
SO000424,2024-12-29,2025-01-23,CUST00071,Customer CUST00071,PRD011,Product C,19,428.94,8149.81,USD,Central,In Process,REP14
SO000425,2024-01-30,2024-02-13,CUST00018,Customer CUST00018,PRD036,Product C,48,111.9,5371.13,USD,West,Open,REP15
SO000426,2024-08-07,2024-09-02,CUST00057,Customer CUST00057,PRD079,Product A,45,230.73,10383.05,USD,Central,Delivered,REP10
SO000427,2024-08-08,2024-08-17,CUST00083,Customer CUST00083,PRD004,Product C,54,367.33,19835.55,USD,East,Delivered,REP11
SO000428,2024-05-01,2024-05-18,CUST00096,Customer CUST00096,PRD098,Product B,62,422.74,26209.85,USD,North,Open,REP15
SO000429,2024-02-17,2024-02-27,CUST00008,Customer CUST00008,PRD096,Product I,58,393.16,22803.3,USD,Central,In Process,REP17
SO000430,2024-12-20,2024-12-31,CUST00083,Customer CUST00083,PRD058,Product G,92,105.54,9709.48,USD,West,In Process,REP17
SO000431,2024-08-02,2024-08-11,CUST00021,Customer CUST00021,PRD042,Product J,36,427.77,15399.6,USD,Central,Delivered,REP12
SO000432,2024-06-18,2024-07-07,CUST00011,Customer CUST00011,PRD059,Product F,16,109.1,1745.67,USD,East,Open,REP02
SO000433,2024-04-03,2024-04-21,CUST00010,Customer CUST00010,PRD023,Product A,90,351.12,31600.49,USD,West,In Process,REP18
SO000434,2024-11-13,2024-12-06,CUST00062,Customer CUST00062,PRD045,Product F,67,470.14,31499.62,USD,Central,In Process,REP14
SO000435,2024-09-25,2024-10-05,CUST00007,Customer CUST00007,PRD070,Product F,74,334.36,24742.99,USD,West,In Process,REP05
SO000436,2024-12-05,2024-12-23,CUST00033,Customer CUST00033,PRD035,Product H,1,237.36,237.36,USD,Central,Delivered,REP15
SO000437,2024-01-05,2024-01-25,CUST00050,Customer CUST00050,PRD029,Product F,89,449.98,40048.26,USD,East,Delivered,REP07
SO000438,2024-04-13,2024-05-02,CUST00018,Customer CUST00018,PRD048,Product B,8,132.01,1056.11,USD,Central,Open,REP12
SO000439,2024-10-25,2024-11-10,CUST00067,Customer CUST00067,PRD035,Product C,95,29.77,2828.33,USD,Central,In Process,REP11
SO000440,2024-07-05,2024-08-01,CUST00054,Customer CUST00054,PRD032,Product E,35,17.71,619.99,USD,South,Delivered,REP15
SO000441,2024-09-12,2024-09-29,CUST00058,Customer CUST00058,PRD083,Product C,3,316.06,948.18,USD,Central,In Process,REP04
SO000442,2024-03-01,2024-03-26,CUST00043,Customer CUST00043,PRD083,Product B,74,77.83,5759.67,USD,North,In Process,REP11
SO000443,2024-04-19,2024-04-27,CUST00055,Customer CUST00055,PRD050,Product E,63,113.7,7163.2,USD,East,In Process,REP04
SO000444,2024-09-02,2024-09-25,CUST00042,Customer CUST00042,PRD061,Product D,38,300.65,11424.61,USD,East,Cancelled,REP18
SO000445,2024-06-03,2024-07-02,CUST00054,Customer CUST00054,PRD041,Product B,87,463.27,40304.76,USD,West,Delivered,REP09
SO000446,2024-06-30,2024-07-16,CUST00022,Customer CUST00022,PRD076,Product C,65,321.61,20904.7,USD,West,In Process,REP18
SO000447,2024-07-27,2024-08-16,CUST00014,Customer CUST00014,PRD043,Product B,20,345.84,6916.87,USD,North,Delivered,REP15
SO000448,2024-09-24,2024-10-08,CUST00020,Customer CUST00020,PRD077,Product F,3,323.13,969.38,USD,South,In Process,REP02
SO000449,2024-10-19,2024-11-11,CUST00066,Customer CUST00066,PRD022,Product D,54,295.76,15971.23,USD,West,In Process,REP08
SO000450,2024-01-29,2024-02-12,CUST00090,Customer CUST00090,PRD045,Product A,84,441.68,37100.85,USD,East,In Process,REP15
SO000451,2024-06-03,2024-06-30,CUST00087,Customer CUST00087,PRD081,Product H,73,498.65,36401.2,USD,West,In Process,REP15
SO000452,2024-08-10,2024-09-08,CUST00057,Customer CUST00057,PRD053,Product H,79,425.22,33592.39,USD,West,In Process,REP12
SO000453,2024-09-29,2024-10-15,CUST00094,Customer CUST00094,PRD020,Product C,11,396.81,4364.92,USD,West,Open,REP18
SO000454,2024-12-23,2025-01-08,CUST00032,Customer CUST00032,PRD040,Product D,15,82.17,1232.48,USD,East,Cancelled,REP08
SO000455,2024-10-22,2024-11-09,CUST00056,Customer CUST00056,PRD060,Product G,11,169.86,1868.51,USD,Central,In Process,REP10
SO000456,2024-02-08,2024-03-02,CUST00036,Customer CUST00036,PRD088,Product D,26,406.42,10566.96,USD,South,In Process,REP02
SO000457,2024-01-31,2024-02-29,CUST00011,Customer CUST00011,PRD060,Product E,64,294.54,18850.72,USD,East,Open,REP17
SO000458,2024-03-05,2024-04-03,CUST00095,Customer CUST00095,PRD009,Product J,57,360.44,20545.16,USD,Central,In Process,REP13
SO000459,2024-03-29,2024-04-20,CUST00018,Customer CUST00018,PRD063,Product C,76,390.75,29697.32,USD,South,In Process,REP07
SO000460,2024-01-13,2024-02-05,CUST00032,Customer CUST00032,PRD077,Product I,40,192.02,7680.76,USD,East,Delivered,REP16
SO000461,2024-07-19,2024-08-06,CUST00044,Customer CUST00044,PRD018,Product F,83,332.46,27594.22,USD,North,Delivered,REP16
SO000462,2024-10-21,2024-10-31,CUST00059,Customer CUST00059,PRD006,Product I,96,71.74,6887.14,USD,Central,Delivered,REP19
SO000463,2024-03-17,2024-04-06,CUST00095,Customer CUST00095,PRD059,Product F,4,485.42,1941.66,USD,North,Delivered,REP06
SO000464,2024-07-09,2024-07-21,CUST00092,Customer CUST00092,PRD098,Product E,94,428.59,40287.25,USD,East,Open,REP16
SO000465,2024-04-05,2024-04-17,CUST00072,Customer CUST00072,PRD059,Product G,72,191.87,13814.86,USD,East,Cancelled,REP12
SO000466,2024-06-25,2024-07-06,CUST00062,Customer CUST00062,PRD022,Product D,89,22.37,1990.6,USD,Central,Delivered,REP04
SO000467,2024-01-13,2024-02-01,CUST00042,Customer CUST00042,PRD036,Product B,49,317.39,15552.17,USD,Central,In Process,REP01
SO000468,2024-09-29,2024-10-13,CUST00091,Customer CUST00091,PRD059,Product G,46,308.87,14208.08,USD,East,In Process,REP13
SO000469,2024-08-16,2024-09-08,CUST00028,Customer CUST00028,PRD017,Product I,61,85.7,5227.77,USD,South,Delivered,REP07
SO000470,2024-01-13,2024-02-06,CUST00093,Customer CUST00093,PRD081,Product B,13,340.46,4425.93,USD,Central,Open,REP08
SO000471,2024-04-25,2024-05-16,CUST00073,Customer CUST00073,PRD052,Product D,74,389.04,28789.02,USD,Central,Open,REP01
SO000472,2024-11-08,2024-12-04,CUST00009,Customer CUST00009,PRD009,Product F,1,400.04,400.04,USD,East,In Process,REP15
SO000473,2024-05-19,2024-05-26,CUST00078,Customer CUST00078,PRD065,Product I,57,102.68,5852.66,USD,East,Open,REP11
SO000474,2024-08-19,2024-09-04,CUST00062,Customer CUST00062,PRD093,Product C,11,288.55,3174.03,USD,North,In Process,REP08
SO000475,2024-02-25,2024-03-08,CUST00086,Customer CUST00086,PRD049,Product B,37,377.22,13957.09,USD,East,Delivered,REP03
SO000476,2024-05-18,2024-06-10,CUST00021,Customer CUST00021,PRD017,Product C,66,337.26,22258.85,USD,East,Delivered,REP06
SO000477,2024-05-26,2024-06-07,CUST00028,Customer CUST00028,PRD086,Product B,38,474.11,18016.15,USD,East,Delivered,REP17
SO000478,2024-10-25,2024-11-04,CUST00058,Customer CUST00058,PRD060,Product D,58,360.86,20930.14,USD,North,In Process,REP14
SO000479,2024-03-23,2024-04-01,CUST00056,Customer CUST00056,PRD072,Product A,42,178.26,7486.9,USD,North,Cancelled,REP16
SO000480,2024-05-16,2024-06-06,CUST00016,Customer CUST00016,PRD034,Product H,76,143.75,10924.66,USD,Central,In Process,REP03
SO000481,2024-09-06,2024-10-04,CUST00073,Customer CUST00073,PRD024,Product J,20,379.4,7587.91,USD,South,Open,REP05
SO000482,2024-07-13,2024-08-04,CUST00015,Customer CUST00015,PRD034,Product C,76,433.83,32971.21,USD,West,In Process,REP18
SO000483,2024-12-05,2024-12-23,CUST00087,Customer CUST00087,PRD066,Product D,87,156.44,13610.28,USD,North,In Process,REP03
SO000484,2024-05-28,2024-06-23,CUST00049,Customer CUST00049,PRD038,Product D,86,94.94,8164.68,USD,Central,Delivered,REP15
SO000485,2024-09-06,2024-09-26,CUST00052,Customer CUST00052,PRD047,Product I,21,295.97,6215.3,USD,South,Delivered,REP04
SO000486,2024-03-31,2024-04-24,CUST00021,Customer CUST00021,PRD010,Product C,86,266.34,22905.25,USD,East,In Process,REP17
SO000487,2024-07-18,2024-08-16,CUST00075,Customer CUST00075,PRD093,Product E,53,237.35,12579.6,USD,East,Cancelled,REP05
SO000488,2024-03-13,2024-04-04,CUST00002,Customer CUST00002,PRD076,Product A,60,312.3,18738.15,USD,East,Delivered,REP07
SO000489,2024-03-30,2024-04-18,CUST00072,Customer CUST00072,PRD058,Product F,92,491.95,45259.21,USD,North,Open,REP15
SO000490,2024-06-10,2024-07-09,CUST00031,Customer CUST00031,PRD065,Product D,89,349.09,31068.61,USD,Central,Delivered,REP10
SO000491,2024-06-30,2024-07-16,CUST00021,Customer CUST00021,PRD062,Product A,22,243.9,5365.84,USD,Central,Delivered,REP15
SO000492,2024-09-29,2024-10-22,CUST00090,Customer CUST00090,PRD014,Product A,38,238.68,9069.83,USD,Central,Delivered,REP15
SO000493,2024-03-12,2024-04-02,CUST00054,Customer CUST00054,PRD069,Product A,31,158.61,4916.91,USD,East,Open,REP17
SO000494,2024-08-04,2024-08-12,CUST00026,Customer CUST00026,PRD018,Product E,90,209.8,18881.69,USD,East,Delivered,REP04
SO000495,2024-09-29,2024-10-19,CUST00078,Customer CUST00078,PRD035,Product G,44,67.02,2948.69,USD,East,Delivered,REP17
SO000496,2024-04-09,2024-04-18,CUST00032,Customer CUST00032,PRD071,Product J,48,32.93,1580.4,USD,Central,In Process,REP11
SO000497,2024-02-19,2024-02-26,CUST00099,Customer CUST00099,PRD068,Product D,13,270.51,3516.68,USD,Central,Open,REP08
SO000498,2024-07-05,2024-07-27,CUST00092,Customer CUST00092,PRD003,Product D,45,117.84,5302.96,USD,Central,Delivered,REP08
SO000499,2024-10-06,2024-10-27,CUST00043,Customer CUST00043,PRD057,Product I,45,419.88,18894.79,USD,West,Cancelled,REP16
SO000500,2024-10-12,2024-10-28,CUST00018,Customer CUST00018,PRD045,Product B,69,392.67,27094.39,USD,West,In Process,REP05
